Id,SalePrice
1461,117160.62932834505
1462,149304.36047712696
1463,181479.81335299992
1464,176624.19746149372
1465,190081.74789017343
1466,180937.20615416762
1467,179172.56543122296
1468,158436.74130133234
1469,190808.099406992
1470,116423.42199853291
1471,184397.40868009714
1472,99818.95742133551
1473,97057.75574728877
1474,149047.42362161793
1475,126284.58029969656
1476,399610.09927413584
1477,273748.5434682975
1478,291308.86093654146
1479,265022.4394869509
1480,500958.3278452698
1481,318581.5241438817
1482,201643.14168088682
1483,154165.94363834508
1484,165954.9183924572
1485,194032.5398748516
1486,200006.5524760997
1487,322876.6754165654
1488,217590.96660628426
1489,202088.79114609057
1490,223737.8938445325
1491,196614.87610201354
1492,84929.54972025465
1493,237013.4217755613
1494,268706.88200184784
1495,262895.31694784376
1496,221349.81053509415
1497,181027.03315787538
1498,165555.19277992265
1499,162175.94517448577
1500,148456.72765292422
1501,164587.59117346763
1502,154676.65892649387
1503,293413.5041347786
1504,258562.37110488603
1505,227654.4930110873
1506,184648.11640557434
1507,228903.6703655587
1508,217146.4681904741
1509,162406.30392997936
1510,146895.7256386778
1511,144020.4708933295
1512,174264.9013436844
1513,142591.6226359926
1514,155799.38148410298
1515,190908.99321640632
1516,163326.26799015558
1517,169065.35198854498
1518,130005.62786150232
1519,208861.61254885083
1520,130802.74809588914
1521,129717.74652511522
1522,178435.47836524548
1523,102862.9265896901
1524,130821.88307353729
1525,121634.4222674543
1526,118561.72005376924
1527,106663.7512519778
1528,128399.4646531717
1529,153705.83234555036
1530,182252.8641259428
1531,114654.01793314762
1532,96359.93009096665
1533,148050.70143063046
1534,111632.12856323832
1535,143188.33825804084
1536,114362.61727636243
1537,71297.36946953223
1538,168316.09408057912
1539,215820.8797756123
1540,77739.18745027593
1541,133658.98540392806
1542,135643.8540784149
1543,197380.6707570843
1544,79158.78221123968
1545,114385.6235630386
1546,135541.70753275134
1547,130550.60239604504
1548,136299.33793312203
1549,121537.65977083311
1550,143377.871306793
1551,107808.60682492745
1552,139321.99508543382
1553,171225.60980662593
1554,104167.08555058547
1555,150384.33514374946
1556,86435.79366455837
1557,111530.53654060216
1558,84458.3383662813
1559,95722.39943174661
1560,133830.73371020408
1561,128918.84726008048
1562,126216.4833342041
1563,115944.26895785192
1564,146539.6485032677
1565,153563.35929423998
1566,284414.2628146695
1567,76512.90868522633
1568,213168.04280111342
1569,133618.47110695453
1570,143726.9710016368
1571,127062.82799354511
1572,144581.60941384253
1573,218260.06098419146
1574,117187.08322115176
1575,207127.17801531838
1576,215273.1774287419
1577,184606.74401766204
1578,149289.4905083987
1579,142338.3455961355
1580,196671.68199959854
1581,139594.7254364686
1582,127931.4903311206
1583,322034.6479068019
1584,228708.24285430525
1585,139162.60815611063
1586,54156.499472192016
1587,107020.00609163611
1588,153732.65477278535
1589,100743.99914877379
1590,133957.51799783637
1591,90745.41433944942
1592,121614.23495807381
1593,134691.02940144006
1594,170552.77268698972
1595,129206.8314684552
1596,208038.43521685735
1597,189636.17044774356
1598,218084.32649629575
1599,173525.25397203348
1600,159499.99376659546
1601,69235.17488197531
1602,105520.69633377103
1603,91806.69833495464
1604,250741.22433038786
1605,258772.1082740788
1606,169528.52599357878
1607,182541.40329125448
1608,211835.954485812
1609,193942.3402132078
1610,160586.72854516847
1611,157713.5996298115
1612,158908.6279418205
1613,165777.31228877752
1614,135847.38477837486
1615,91686.52388680818
1616,73944.23185771752
1617,92783.84551166955
1618,123571.58542934456
1619,141085.5532927756
1620,167601.10260481414
1621,133553.15163698763
1622,136317.15764079793
1623,284992.90324532916
1624,202248.7521304041
1625,128452.76436515606
1626,181654.50361386794
1627,179115.73890107928
1628,265569.8901485258
1629,187132.12443219256
1630,333432.2415832154
1631,250034.52439195692
1632,280861.9539709413
1633,187023.7133297589
1634,176303.61748311904
1635,178544.7845904392
1636,155738.284049078
1637,181360.9075906327
1638,181050.2997302847
1639,181536.2555352625
1640,270759.614350357
1641,176592.00640862205
1642,226533.0410037781
1643,199247.23245576222
1644,223698.05408405882
1645,185079.18954763122
1646,171589.94882072936
1647,164546.6441526655
1648,135687.79511634613
1649,136485.05609379202
1650,121904.07409624326
1651,122730.33329047007
1652,101447.50156333258
1653,106802.88328708425
1654,144173.15500473714
1655,147797.44642517585
1656,142414.14786022026
1657,149174.44089902268
1658,145775.59435546343
1659,136816.21764426422
1660,162713.22755458488
1661,460748.0453687128
1662,353868.5273355885
1663,385696.55337881646
1664,416179.8951949955
1665,302262.52284946037
1666,291310.7526230591
1667,382371.31863980077
1668,345288.76887848804
1669,301764.03670193715
1670,345138.65448809107
1671,257761.21706352758
1672,499618.788203842
1673,342180.4822376389
1674,251094.40791492752
1675,177909.97493011333
1676,188764.9782700561
1677,213061.12179900045
1678,425383.5246742476
1679,388203.78439106984
1680,339360.1684999057
1681,260155.03473378875
1682,291277.54806241585
1683,171417.77474240676
1684,164917.24020085885
1685,169604.434302249
1686,178663.819089064
1687,176672.02376182913
1688,185340.53701487885
1689,189406.4690987608
1690,188401.8032590774
1691,179831.17553034943
1692,272142.3461507791
1693,170795.72192765307
1694,181478.4616031062
1695,173981.10238290948
1696,241329.66890666354
1697,171799.57796238153
1698,386313.62124389823
1699,340747.5046492584
1700,245417.81739596755
1701,245066.02176665707
1702,231693.2379472305
1703,234425.1325556889
1704,277573.51319430367
1705,240664.16287756056
1706,374917.96662131074
1707,217204.12467990507
1708,198955.71623719795
1709,278526.0532513198
1710,216840.30576155017
1711,283626.01742026064
1712,250955.63172782774
1713,243888.51410952886
1714,230572.77475032053
1715,212959.36864305005
1716,175576.89281905984
1717,181045.21876515922
1718,139422.4698473031
1719,210121.68593571195
1720,234648.09099136363
1721,166407.64047679442
1722,134198.75479321
1723,158731.68615299682
1724,211908.9509985831
1725,244613.35592633468
1726,208266.45848292264
1727,144848.89476765168
1728,175601.4630036067
1729,169797.7489184587
1730,165069.32991126782
1731,127675.3419662815
