Id,SalePrice
1461,121589.08737864078
1462,148859.2233009709
1463,174252.88349514562
1464,185918.4854368932
1465,202636.06796116504
1466,188780.0776699029
1467,179886.36893203884
1468,175393.20388349515
1469,189905.46601941748
1470,120353.4854368932
1471,198403.572815534
1472,99488.3495145631
1473,102374.5145631068
1474,151218.7572815534
1475,131721.98058252427
1476,374226.47572815535
1477,258295.46601941748
1478,312243.36893203884
1479,288817.6990291262
1480,474306.63106796116
1481,304950.8640776699
1482,218887.03883495147
1483,187140.96116504853
1484,172329.09708737864
1485,184195.60194174756
1486,204824.2718446602
1487,296481.5145631068
1488,246521.0776699029
1489,205565.3495145631
1490,198169.76699029127
1491,194559.01941747573
1492,91078.18446601942
1493,191595.28155339806
1494,317676.5631067961
1495,282774.31067961163
1496,209014.2718446602
1497,169042.85436893205
1498,162142.39805825244
1499,157605.38834951457
1500,166100.49514563108
1501,171825.55339805825
1502,153940.23300970873
1503,291757.4077669903
1504,229584.8058252427
1505,209932.3495145631
1506,174898.70873786407
1507,234435.17475728155
1508,176337.90291262136
1509,154303.08737864078
1510,146601.4563106796
1511,143065.1359223301
1512,159222.46601941748
1513,142923.33009708737
1514,148714.71844660194
1515,194491.98058252427
1516,156550.4854368932
1517,157417.23300970873
1518,130307.98058252427
1519,222607.572815534
1520,136096.35922330097
1521,139169.90291262136
1522,161055.33980582524
1523,114121.35922330097
1524,123152.53398058252
1525,125051.6213592233
1526,129554.93203883494
1527,109751.07766990291
1528,128317.31067961165
1529,141869.17475728155
1530,169569.90291262136
1531,128282.1359223301
1532,98845.2427184466
1533,134444.6796116505
1534,117262.87378640777
1535,141458.58252427186
1536,119577.61165048544
1537,100006.41747572816
1538,168538.16504854368
1539,233015.18446601942
1540,121075.91262135922
1541,137871.88349514562
1542,124024.54368932039
1543,181059.5436893204
1544,88622.74757281554
1545,105518.93203883494
1546,139610.44660194175
1547,132925.7281553398
1548,120676.77669902913
1549,117581.35922330097
1550,131009.89320388349
1551,114336.40776699029
1552,130094.61165048544
1553,138765.16504854368
1554,116299.85436893204
1555,156469.60194174756
1556,98884.2718446602
1557,110749.73786407767
1558,95044.08737864078
1559,98949.30097087378
1560,138748.08737864078
1561,148759.25242718446
1562,123559.20388349515
1563,124506.70873786407
1564,151315.6796116505
1565,155927.18446601942
1566,239202.90291262136
1567,83289.11650485436
1568,208726.31067961166
1569,136413.18446601942
1570,144741.26213592233
1571,130395.63106796116
1572,139158.98058252427
1573,223709.53398058252
1574,124734.67961165048
1575,218549.88349514562
1576,223436.1067961165
1577,196686.4077669903
1578,146124.60194174756
1579,142229.70873786407
1580,188393.25242718446
1581,146406.31067961166
1582,128164.66019417475
1583,311124.31067961163
1584,234025.29126213593
1585,140828.15533980582
1586,81209.96116504855
1587,117090.60194174758
1588,150021.60194174756
1589,97656.54368932039
1590,130975.96116504855
1591,108486.10679611651
1592,133654.17475728155
1593,128979.49514563107
1594,126604.23300970874
1595,113832.03883495145
1596,212054.43689320388
1597,166069.96116504853
1598,198193.09708737864
1599,204818.83495145632
1600,192976.74757281554
